Date,Time,Src IP,Dst IP,Byte Size
2024-04-11,10:44:00,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:44:00,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:44:00,"('10.3.141.106', 41080)","('54.208.230.204', 443)","[28, 60]"
2024-04-11,10:44:29,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:44:29,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:44:29,"('10.3.141.106', 41080)","('54.208.230.204', 443)","[28, 60]"
2024-04-11,10:44:48,"('18.221.234.99', 443)","('10.3.141.92', 49194)",[96]
2024-04-11,10:44:48,"('10.3.141.92', 49194)","('18.221.234.99', 443)",[64]
2024-04-11,10:44:50,"('10.3.141.107', 49156)","('52.223.21.95', 443)",[176]
2024-04-11,10:44:50,"('52.223.21.95', 443)","('10.3.141.107', 49156)",[480]
2024-04-11,10:44:52,"('10.3.141.228', 35016)","('13.225.63.129', 443)","[122, 1, 27]"
2024-04-11,10:44:52,"('13.225.63.129', 443)","('10.3.141.228', 35016)","[1, 53]"
2024-04-11,10:44:52,"('13.225.63.129', 443)","('10.3.141.228', 35016)",[110]
2024-04-11,10:44:52,"('10.3.141.228', 35016)","('13.225.63.129', 443)",[141]
2024-04-11,10:44:52,"('10.3.141.228', 35016)","('13.225.63.129', 443)",[496]
2024-04-11,10:44:52,"('13.225.63.129', 443)","('10.3.141.228', 35016)",[19]
2024-04-11,10:44:58,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:44:58,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:44:58,"('10.3.141.106', 41080)","('54.208.230.204', 443)",[28]
2024-04-11,10:44:58,"('10.3.141.106', 41080)","('54.208.230.204', 443)",[60]
2024-04-11,10:45:06,"('52.223.21.95', 443)","('10.3.141.107', 49159)",[512]
2024-04-11,10:45:06,"('52.223.21.95', 443)","('10.3.141.107', 49159)",[272]
2024-04-11,10:45:06,"('10.3.141.107', 49159)","('52.223.21.95', 443)",[176]
2024-04-11,10:45:27,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:45:27,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:45:27,"('10.3.141.106', 41080)","('54.208.230.204', 443)",[28]
2024-04-11,10:45:27,"('10.3.141.106', 41080)","('54.208.230.204', 443)",[60]
2024-04-11,10:45:52,"('10.3.141.228', 49582)","('13.225.63.111', 443)","[122, 1, 27]"
2024-04-11,10:45:52,"('13.225.63.111', 443)","('10.3.141.228', 49582)","[1, 53]"
2024-04-11,10:45:52,"('13.225.63.111', 443)","('10.3.141.228', 49582)",[110]
2024-04-11,10:45:53,"('10.3.141.228', 49582)","('13.225.63.111', 443)",[141]
2024-04-11,10:45:53,"('10.3.141.228', 49582)","('13.225.63.111', 443)",[517]
2024-04-11,10:45:53,"('13.225.63.111', 443)","('10.3.141.228', 49582)",[19]
